date,dex_volume_usd,curve_volume_usd,bridge_deposit_usd,bridge_withdraw_usd,bridge_net_flow,eth_stablecoin_supply,eth_stablecoin_minted,eth_stablecoin_bridged
2023-09-29,1915071654,61715135.0,110020382.85274282,83137009.3099926,26883373.542750224,66004190841,73315002214,100599516
2023-09-30,1497794246,61970648.0,98306795.11468062,81035937.51992823,17270857.594752386,65651207569,72958185238,100604947
2023-10-01,1970158646,48983098.0,100285237.78687996,73459521.70814164,26825716.078738317,65726126546,73036843176,100667078
2023-10-02,2826000784,101831562.0,107018608.59460634,88786243.46120277,18232365.13340357,65749958938,73077390445,100732541
2023-10-03,2008619080,61492373.0,103964238.08435671,81176048.5493746,22788189.534982115,65793307563,73128424296,100595267
2023-10-04,1831391018,51067782.0,129299017.52257285,78921000.78786401,50378016.73470883,65632934602,72964557903,100579244
2023-10-05,1769309679,66321429.0,120605651.97706568,156465175.84119448,-35859523.8641288,65453783478,72839923195,55633081
2023-10-06,1651463494,85971028.0,121489095.6798382,188708742.01628092,-67219646.33644272,65564803545,72947429913,55668551
2023-10-07,1083849978,39147200.0,108682684.93278503,101898666.01544501,6784018.917340025,65699226986,73103367582,55898895
2023-10-08,1363331683,134437187.0,96891966.18830739,108881876.68531767,-11989910.497010276,65700619130,73105711721,55770520
2023-10-09,1762036051,104340207.0,139702418.48388028,110708687.03539914,28993731.448481143,65728986316,73133510419,55734753
2023-10-10,1502452261,137828609.0,147817176.98157164,108682713.89375767,39134463.08781397,65761522829,73176853307,55638704
2023-10-11,1964759230,441300284.0,118884619.75341564,138380953.9261844,-19496334.17276874,65439136215,72861326667,55579639
2023-10-12,1691454024,114118710.0,148385676.77986142,171759576.93814963,-23373900.15828821,65301199905,72726047756,55549749
2023-10-13,1506686052,137007967.0,105444265.8389378,93195704.04564148,12248561.793296322,65150947625,72567140325,56444694
2023-10-14,891196058,41402200.0,83793657.66630526,70459786.60046375,13333871.06584151,65103197615,72528625418,56439014
2023-10-15,1109666969,54611978.0,80826143.33293416,64339878.096521236,16486265.23641292,65149019102,72575514257,56528974
2023-10-16,2816122325,221623221.0,105102799.27832633,84759406.91375138,20343392.364574954,65222913225,72653024472,56462458
2023-10-17,1583577989,79984280.0,120308418.82612602,123969496.76946592,-3661077.943339899,65212451607,72640791277,56490123
2023-10-18,1575478720,45542348.0,108907337.85046066,124344809.26432686,-15437471.413866192,65242589530,72657160475,56505972
2023-10-19,1530171933,80156568.0,111292446.54102436,119654243.72494927,-8361797.183924913,65254831896,72664261921,56512002
2023-10-20,2067172539,148556719.0,115846020.9630141,170852332.5118051,-55006311.54879099,65351630115,72739242195,56368132
2023-10-21,1563694475,59152164.0,81626307.65226373,123735288.15250464,-42108980.50024091,65515456562,72884679655,56265566
2023-10-22,1709815752,65617052.0,91769578.54848658,112114530.75446162,-20344952.20597504,65592230406,72890125752,56219064
2023-10-23,3754107794,193498275.0,125321412.93717073,114510578.92423223,10810834.0129385,65646159277,72931214769,56027983
2023-10-24,4488584876,309023372.0,170042988.89769796,102663864.9230911,67379123.97460686,65745685711,73085390059,56303123
2023-10-25,2846174906,145740065.0,102294724.26843883,111926084.51750301,-9631360.249064177,65189952584,72541424129,56118128
2023-10-26,3002522212,151417490.0,139660372.2948473,109995830.37026304,29664541.92458427,65361059574,72727651259,56203946
2023-10-27,2339060386,107316289.0,116683425.30470298,87255322.26262113,29428103.042081848,65307638637,72677892034,56200600
2023-10-28,1326865779,81745262.0,106319720.36484767,76934478.57309926,29385241.79174842,65128784506,72494146371,56167792
2023-10-29,1502342513,55871607.0,82711856.10476714,66562570.29571997,16149285.809047177,65111228064,72506119224,56175688
2023-10-30,2261334936,119094123.0,103306469.89665946,107880345.13107325,-4573875.234413788,65178597322,72576236551,56206802
2023-10-31,2383318230,105413347.0,125468348.24991296,108588880.89930516,16879467.350607798,64953630220,72335827792,56228315
2023-11-01,3284279210,118460713.0,113325002.1655068,124821166.44506212,-11496164.27955532,64709180886,72099934763,56068273
2023-11-02,3380380880,222439728.0,136340675.8667376,144524029.65126932,-8183353.7845317125,64864059177,72252491829,56225658
2023-11-03,2804980469,147429554.0,134640094.48318163,111058779.973674,23581314.509507626,64673325331,72027096031,56005166
2023-11-04,1767540968,61698296.0,109443001.52264869,118029156.39935037,-8586154.876701683,64796826046,72190635598,56196754
2023-11-05,2668492659,138635218.0,125005852.858929,100479568.77634968,24526284.082579315,64968040059,72359155676,56192605
2023-11-06,2797500150,130582895.0,124091263.82495645,129436818.96915442,-5345555.144197971,64986168194,72402558220,56182682
2023-11-07,3022572278,300505249.0,108595956.23989373,122246492.03983887,-13650535.799945131,64881480271,72306185388,56160365
2023-11-08,2295490585,114724041.0,134998901.26769313,126760373.62970784,8238527.637985289,64896426048,72309631842,56048972
2023-11-09,5468238206,183366348.0,182439859.4911567,145267460.53454438,37172398.95661232,64814909677,72207990221,56085468
2023-11-10,4177079536,226718469.0,138127901.4589098,131477340.360804,6650561.098105803,64772380252,72187722413,56054013
2023-11-11,3793204970,135815284.0,128393487.45926733,101587291.03310359,26806196.426163748,64967426117,72364451809,56102288
2023-11-12,3270583173,110064479.0,101524102.43190165,79132834.95044048,22391267.481461167,64982237559,72375322682,56089103
2023-11-13,4439708932,162516639.0,128929809.3336948,100390092.56805342,28539716.765641376,64931513498,72378265790,9787140
2023-11-14,4373344992,149065024.0,150257848.73595333,130987541.27980691,19270307.45614642,64847975240,72300825122,9804247
2023-11-15,4195746714,197810832.0,172351910.39518225,175577300.04804683,-3225389.6528645754,64559898865,72026753188,9807063
2023-11-16,4676568973,165015437.0,137704416.54639015,117538725.55310176,20165690.993288383,64828730190,72281084037,9840846
2023-11-17,3967453674,120992419.0,167145808.29177096,102963485.84622476,64182322.44554621,65041968962,72514772672,9782005
2023-11-18,2543424347,121961126.0,138614059.5098759,101462808.450596,37151251.05927989,65253790548,72685853499,9849190
2023-11-19,2413895970,77785702.0,159313598.0632538,98916461.58431874,60397136.47893505,65315813623,72759748613,9826831
2023-11-20,3548233581,110262821.0,193622749.43762714,119406215.86937766,74216533.56824948,65322586038,72791900969,9796430
2023-11-21,4595142466,150801396.0,153672312.30596372,151842182.51574513,1830129.7902185917,65517561541,73009523716,9867197
2023-11-22,4025572379,175457698.0,170745791.23872262,165021482.73114634,5724308.507576287,65565281676,72987662894,9821770
2023-11-23,2551724046,101879685.0,125766608.90355146,127374870.42539886,-1608261.521847397,65563090334,73000934752,9788680
2023-11-24,2923186896,165159358.0,113337117.53991422,130407370.80553947,-17070253.265625253,65677243031,73131315549,6721905
2023-11-25,1888903654,91817471.0,110773221.05188777,81242943.07069853,29530277.981189236,66063714460,73539882391,6667723
2023-11-26,2328628211,82586955.0,106721794.92544895,79401337.72447623,27320457.20097272,66046374681,73524486790,6724384
2023-11-27,2877314778,114669531.0,156636577.94950408,128809023.05558719,27827554.89391689,65995339015,73481414057,6704085
2023-11-28,2941641107,125643982.0,132062922.84488204,146943739.04615238,-14880816.201270342,65831350236,73303275527,6675288
2023-11-29,2767937795,172798590.0,97819765.13369715,128489725.78051713,-30669960.64681998,66004835706,73495793422,6679103
2023-11-30,2703637063,403224896.0,118287236.12894922,108142307.97203793,10144928.156911299,66019122132,73525466383,6708670
2023-12-01,2549038466,96889578.0,83736249.57734135,110540396.0253944,-26804146.448053047,66086262925,73605900783,6568109
2023-12-02,2600797862,70891441.0,105968355.31805044,87992033.92463212,17976321.393418327,66156276202,73658576779,6565427
2023-12-03,2332050973,84150712.0,96096624.22593589,80649869.85053697,15446754.375398919,66143545230,73661259770,6540552
2023-12-04,4287438669,154377576.0,146007499.44032001,135946583.81508836,10060915.625231653,66318434870,73841815202,6502902
2023-12-05,4292065995,329618691.0,109915659.32828,143928007.7414677,-34012348.41318771,66190567414,73707937593,6491032
2023-12-06,4479587852,156214122.0,154447059.9378321,113407692.42260043,41039367.515231654,66355572305,73867403484,6503156
2023-12-07,4547205828,174825048.0,160331655.70445704,109632709.34727013,50698946.35718691,66357230798,73883496973,6561912
2023-12-08,4123325500,129396812.0,158160325.18047827,171315068.0789025,-13154742.898424238,66405824456,73930668903,6553856
2023-12-09,4296585370,88238770.0,154537788.03206363,102306648.10936931,52231139.922694325,66543202430,74063708121,6531103
2023-12-10,3034523973,108057946.0,132395480.44825508,130183952.15919474,2211528.2890603393,66636323924,74102142907,6487161
2023-12-11,6130441328,330010764.0,166279441.33192605,198649675.1266072,-32370233.79468116,66497132169,74039568230,6433032
2023-12-12,4703721674,255749790.0,177647122.1329436,148759076.9055,28888045.227443606,66105467863,73650884018,6412779
2023-12-13,4584382858,296787516.0,122740412.07960975,99775133.42452945,22965278.655080304,65578725352,73137090825,6427027
2023-12-14,4375245892,276328944.0,153162345.34068245,95139462.71616392,58022882.62451853,65922618345,73475131295,6427044
2023-12-15,4546028598,149626757.0,116444315.87496154,148262090.89726186,-31817775.022300318,66056013032,73635669812,6465997
2023-12-16,3796754562,115109741.0,109478120.71748555,76397829.59504713,33080291.122438416,66261688527,73827785402,6430957
2023-12-17,3255106649,135670779.0,153616980.81500816,72973985.91221938,80642994.90278879,66354067123,73931239588,6444998
2023-12-18,4393685421,227350530.0,212902213.37461442,125667730.00080821,87234483.37380621,66353226686,73942398021,6395075
2023-12-19,4024236778,193089096.0,161527423.73400912,147219825.30904508,14307598.42496404,66389441445,73970515176,6401332
2023-12-20,4999468176,314676693.0,141087408.62306166,153910149.66874912,-12822741.045687467,66625860724,74124826269,6381569
2023-12-21,5130379323,150657116.0,194574391.63235044,139387707.61716905,55186684.01518139,66764368434,74261841830,6299125
2023-12-22,6926093313,191805746.0,172619081.82517707,144072186.41324878,28546895.411928296,66642519724,74165560843,6278717
2023-12-23,4236475255,126652863.0,169178415.3529617,129490417.1411322,39687998.21182948,66885079602,74420322737,6370191
2023-12-24,4952343891,105095541.0,173517496.75969836,146332071.47512588,27185425.284572482,67080916396,74624810871,6294856
2023-12-25,4344711121,116217978.0,160325762.63062352,162325003.8682599,-1999241.2376363873,67022391626,74569529312,6335004
2023-12-26,5478567693,174703009.0,198028045.17542693,176038415.6323073,21989629.54311964,67161913827,74614687016,6328648
2023-12-27,5812610483,226718345.0,219009256.02656847,167054474.24369323,51954781.78287524,67132103336,74348690310,6314014
2023-12-28,6359437052,244074967.0,209041904.21752343,198257712.26237768,10784191.955145746,67473568415,74716719631,6331334
2023-12-29,5275486099,188067436.0,208938441.7544637,168191296.68438727,40747145.070076436,67417204083,74640854323,6364519
2023-12-30,3215764080,120721366.0,163009329.61511993,127541157.45912577,35468172.15599416,67432541253,74683228349,6308557
2023-12-31,3253504735,130862871.0,172370154.55691433,110499035.7911725,61871118.765741825,67382357760,74615082350,6278355
2024-01-01,2640397474,154702494.0,102115297.96114913,124437946.0463465,-22322648.085197374,67178355709,74430469641,6262518
2024-01-02,4937179224,205527735.0,167615143.58118686,166681926.98087147,933216.600315392,67490222168,74760904930,6300950
2024-01-03,7513033023,291252305.0,167986376.2648052,151806960.83187026,16179415.43293494,67745148649,74970553123,6315432
2024-01-04,5483876386,231925593.0,163056465.81036478,135677416.17003736,27379049.640327424,67908960143,75150535177,6305863
2024-01-05,5126265746,250743397.0,155186725.77856752,159579998.552788,-4393272.774220467,68358396913,75628619535,6371219
2024-01-06,3083671537,95545252.0,165234118.48138553,112243498.4875102,52990619.993875325,68715455276,75989276224,6385562
2024-01-07,3118160062,108535552.0,107872035.22864857,118196187.92555466,-10324152.69690609,68878889582,76125507717,6388979
2024-01-08,5657530789,227250805.0,200577865.41060424,128537908.82137331,72039956.58923092,68987901514,76265404769,6489365
2024-01-09,6455918319,215108911.0,176393712.0547485,188265807.3383003,-11872095.283551782,69087431303,76366626874,6439180
2024-01-10,7796918982,240700077.0,218276565.43570453,216552104.95466688,1724460.4810376465,69064572727,76310469843,6485239
2024-01-11,6790051377,343491672.0,227080614.7661169,166951872.38356686,60128742.38255003,69301101970,76630186380,6522673
2024-01-12,6969932755,333857145.0,204599606.721731,113300069.39332259,91299537.32840842,69418624263,76736350289,6518410
2024-01-13,3726251398,201487955.0,159477161.34565032,183910296.9020061,-24433135.556355774,69403075368,76148343653,6509341
2024-01-14,3357996378,104047674.0,127337830.07945292,106284915.34002331,21052914.739429608,69495778643,76767304158,6477216
2024-01-15,3591457642,235244656.0,210074622.4195781,111277795.79137556,98796826.62820254,69557178253,76850499071,6433006
2024-01-16,3523612418,211582725.0,172203015.18117923,167034896.72153682,5168118.45964241,69384210334,76722898704,6430030
2024-01-17,3724999232,281022391.0,130468015.61647323,143887293.31820124,-13419277.701728016,69447015526,76717404766,6324720
2024-01-18,4133310325,251796323.0,172474493.47219074,165725712.66808847,6748780.804102272,69689289227,76758589589,6382935
2024-01-19,4271614226,172691192.0,176915339.28153443,165479114.49376333,11436224.787771106,69155161620,76138134609,6268432
2024-01-20,2455043472,200858507.0,152908069.70014533,141622228.1945768,11285841.505568534,69456704066,76387184698,6277967
2024-01-21,2429373860,102887676.0,171317818.59556264,126545147.35511449,44772671.24044815,69567170907,76502686097,6306096
2024-01-22,4589829254,263297908.0,204852331.9219666,159396535.87449265,45455796.04747397,69131703001,76217975928,6274707
2024-01-23,5162522342,341791625.0,208535056.29147997,150452775.62797016,58082280.663509816,69171438286,76297685067,6265915
2024-01-24,3252474159,181503127.0,195133234.08188415,210996227.14777812,-15862993.065893978,69207958019,76330190714,6156751
2024-01-25,3307458686,161416808.0,166381807.3912869,138762078.1676615,27619729.22362542,69217393286,76277804462,6122922
2024-01-26,3463974989,208240389.0,252405648.28131485,243784306.25271356,8621342.028601289,69377123644,76452518732,6178708
2024-01-27,2187863605,63453335.0,198492480.90899593,146255664.37282297,52236816.536172956,69560886268,76643649679,6174534
2024-01-28,2607458539,66112824.0,162815300.62458363,120979035.47252493,41836265.152058706,69586409385,76678006155,6106014
2024-01-29,3423535980,197414634.0,193935565.01102528,180491770.8267957,13443794.184229583,69614574124,76713379765,6058665
2024-01-30,3683800013,218041462.0,177853605.02489817,166944584.9929153,10909020.031982869,69773786608,76869108549,6067299
2024-01-31,4559262221,215387621.0,190433529.7953777,218275431.10195184,-27841901.306574136,69605141679,76705852504,6082473
2024-02-01,3558676792,163393540.0,285406465.1033994,256340517.73032725,29065947.373072147,69568365193,76681883704,6206698
2024-02-02,3233844790,139423090.0,347971450.2406437,301819999.4651735,46151450.7754702,69603195427,76757402080,6100892
2024-02-03,2304598426,170680994.0,587824563.5079163,534338243.67908335,53486319.828832984,69604734260,76769852698,6129331
2024-02-04,2204854658,57098942.0,532688180.45520705,517222033.820929,15466146.634278059,69561468048,76726835285,6060159
2024-02-05,2876971996,171428628.0,610968031.2502372,482004367.6765705,128963663.57366675,69599143719,76779323871,6054240
2024-02-06,2879009767,127519206.0,199632012.26600888,148816162.8174273,50815849.44858158,69540444884,76725279670,6003458
2024-02-07,3314957771,154442626.0,308711642.7532959,283038833.4601315,25672809.293164372,69859257379,77054406872,6175886
2024-02-08,3478699984,132415451.0,207801513.7734752,193717385.43808487,14084128.33539033,69984950538,77210646645,6040378
2024-02-09,4018891908,145747597.0,246713788.6491527,186751676.66943774,59962111.97971496,70254336557,77482776342,6130842
2024-02-10,2648889021,82167273.0,220315971.04112932,164235585.5419444,56080385.49918491,70490737953,77738702073,6236783
2024-02-11,3030475697,230624825.0,173952062.8562398,147576472.01239476,26375590.84384504,70589156498,77845915311,6261532
2024-02-12,3939562291,141097966.0,217646238.9939455,149338639.0087409,68307599.9852046,70675389257,77965719990,6279350
2024-02-13,3838392746,141724826.0,251714059.68748644,201585411.8754734,50128647.81201303,70415242920,77709358386,6319547
2024-02-14,3921256318,225974093.0,219704248.06403798,192737606.4333663,26966641.63067168,70381697962,77669400123,6175787
2024-02-15,4460214633,154832341.0,260849248.28454834,213857813.87048337,46991434.41406497,70739821548,78368707890,6055471
2024-02-16,3870805089,284258361.0,264932278.83929,217401769.39923155,47530509.44005844,70642826989,78222896557,6055428
2024-02-17,2799125085,33531230.0,232678222.73749,190806961.24055788,41871261.49693212,70839346521,78423027882,6024885
2024-02-18,3026498417,45914043.0,256759156.57877767,264405016.83939105,-7645860.260613382,70950504910,78577880500,6067978
2024-02-19,4038106387,239660606.0,307475765.152329,263543397.37000084,43932367.78232819,70868206204,78502310485,6123098
2024-02-20,5119617470,293927044.0,367665218.13988024,306890695.6040687,60774522.53581154,70948324770,78598710846,6183509
2024-02-21,4621073024,215717138.0,378030999.003914,293356196.70977217,84674802.29414183,71002562830,78652918165,6037855
2024-02-22,4545000909,357070355.0,302183196.79089725,209546642.4220105,92636554.36888674,71107557936,78761171525,6527897
2024-02-23,4023668354,204510609.0,289817635.44681627,261841820.03664005,27975815.410176218,71469738212,79127826139,6122064
2024-02-24,3306583426,123247777.0,296093146.5503795,276558796.7005949,19534349.849784613,72005754526,79653414208,6168287
2024-02-25,3667723022,96545155.0,376524916.26981455,288273785.27297103,88251130.99684352,71800202743,79463146391,6108775
2024-02-26,5340153154,240476507.0,345836218.4079176,353506677.4585003,-7670459.050582707,71859356270,79536659346,6098071
2024-02-27,6510788306,422577772.0,414218235.6765448,274781840.6126556,139436395.0638892,72100056675,79771467450,6159675
2024-02-28,9419269440,360775094.0,401817828.11569154,310367539.27573,91450288.83996153,72301100216,80005527624,6087200
2024-02-29,8705097244,412301011.0,302158995.7488133,347086237.6167838,-44927241.867970526,72675425872,80402878804,6165932
2024-03-01,6486577280,231278309.0,387050047.6866371,391553610.5094907,-4503562.822853625,73137984174,80869283605,6210202
2024-03-02,5839502693,377181900.0,460244667.6084496,386966548.6361027,73278118.9723469,73395800035,81138613416,6098348
2024-03-03,6489683741,214431767.0,386461354.0064956,347965194.3976181,38496159.60887748,73384498534,81153723428,6118899
2024-03-04,8486222119,269773026.0,405725683.458585,376643684.84369755,29081998.614887476,73732377545,81522718696,6122520
2024-03-05,13770890744,585509697.0,457840850.9106969,388848136.75466436,68992714.15603256,73873231294,81648652280,6091363
2024-03-06,12288008709,390037597.0,515386607.62781525,463690256.70170647,51696350.92610878,73755274322,81557932267,6041897
2024-03-07,10360967049,268910365.0,371242437.4491418,384469329.2880592,-13226891.838917375,74060177513,81883380566,6094882
2024-03-08,8339879427,304100146.0,395835028.09218955,337270573.5930078,58564454.49918175,74162979064,82140339075,6081796
2024-03-09,5387296867,150599507.0,340753376.11864966,278616716.16247815,62136659.95617151,75026770553,83051292052,6163267
2024-03-10,6991256627,255168723.0,443101103.84697425,446447290.99947935,-3346187.1525051,75685410944,83713958588,6143380
2024-03-11,8832685671,423273564.0,442448985.74759954,349767937.3922687,92681048.35533082,75994395112,83982825576,6108273
2024-03-12,8854646580,461543159.0,397174644.667791,347585003.9950698,49589640.67272121,76433394255,84480404117,6148697
2024-03-13,8265782736,436298442.0,354493837.3250545,337433412.8708616,17060424.454192936,76448304875,84543994380,6175881
2024-03-14,10033939990,588341983.0,357403286.9573839,327323721.9595215,30079564.9978624,76820736590,84914639492,6299952
2024-03-15,13341911681,770995090.0,271249073.6659048,293983056.8673599,-22733983.201455057,76946730593,85081549439,6711588
2024-03-16,10654393885,295237121.0,233881455.23265788,232681984.83679548,1199470.3958624005,76862780383,84993108926,6274146
2024-03-17,9270815882,284852967.0,254527278.8643845,267672336.40172032,-13145057.537335813,77070509994,85210590958,6268414
2024-03-18,9385390819,340346120.0,321952884.8756079,388989398.2977469,-67036513.42213899,76819199502,84962267367,6239109
2024-03-19,12043787396,583041396.0,458067275.49390495,410367004.4827704,47700271.011134565,77138261286,85307368386,6215869
2024-03-20,8577593958,374561212.0,442761784.7022142,398879684.98813826,43882099.71407592,77131662177,85421187702,6303891
2024-03-21,6646395848,343583673.0,421508734.7446799,446853708.6094545,-25344973.864774585,76782940787,85060417717,6243755
2024-03-22,7751765416,388750160.0,446867003.009478,415563219.72021323,31303783.28926474,77351314787,85681106522,6164977
2024-03-23,4601223154,191698734.0,380867084.4359259,346758520.08257085,34108564.35335505,77450869256,85798661533,6230883
2024-03-24,5094940029,432342791.0,493795422.9175764,484090554.78556615,9704868.132010221,77674007153,86045454044,6335710
2024-03-25,7826752332,269650227.0,607863653.9970664,513631412.56781876,94232241.42924762,77613693541,85966913074,6320037
2024-03-26,7676758823,323140831.0,641071112.2687825,635491631.8147924,5579480.453990102,77671466205,86054478102,6377471
2024-03-27,7862284408,503618578.0,639921252.4111205,545682007.5810955,94239244.83002508,77683457639,86100092481,6372077
2024-03-28,6896152776,416611402.0,689012555.1060064,633582456.2651765,55430098.84082985,77389882619,85842790425,6375483
2024-03-29,6716005106,476143943.0,512314435.6168396,431962744.3490867,80351691.26775289,77479585964,85985652449,6324270
2024-03-30,5160393721,189486854.0,478432328.0435857,450151582.5308626,28280745.51272309,77811938958,86296258206,6299515
2024-03-31,4758828705,177756048.0,532218108.96119606,389126912.7244324,143091196.23676366,77931706424,86443338379,6353247
2024-04-01,6673421207,311702897.0,454432287.082996,386682409.84663725,67749877.23635876,77810018748,86309530074,6368374
2024-04-02,9222924005,974560029.0,411574522.1516279,361140445.32721823,50434076.82440966,77640629042,86340184058,6376754
2024-04-03,7185342362,404282693.0,363387980.1426947,367320115.40905696,-3932135.26636225,77679523864,86378910002,6304382
2024-04-04,6737023321,403817448.0,417828092.5938171,364824519.72254354,53003572.87127358,78244990452,86962752629,6267568
2024-04-05,6134276391,273750842.0,391816239.9321471,378413130.04095733,13403109.891189754,78757335876,87480577979,6286618
2024-04-06,4169468651,177171066.0,338132558.2520019,314098608.59241825,24033949.65958363,79499044838,88269333847,6271504
2024-04-07,4758950895,284374324.0,366984124.93608063,320818162.71281356,46165962.22326708,79537523632,88307492194,6252667
2024-04-08,7635884808,537427892.0,433464797.2254664,398237749.894383,35227047.33108336,79567811140,88347235331,6275557
2024-04-09,6627392880,462220178.0,449381417.50161546,413230490.87079746,36150926.63081801,79056363388,87841129529,6314181
2024-04-10,6494152202,162525424.0,413750768.7288734,402521724.3761959,11229044.352677464,78732883546,87542710947,6334421
2024-04-11,6224511375,356608823.0,382650625.7356315,386032819.3190816,-3382193.583450079,78593487422,87405955656,6278290
2024-04-12,8878678814,462550530.0,476426643.16370326,387959432.16983396,88467210.9938693,78790625407,87608807957,6275254
2024-04-13,9819501142,229858268.0,393625300.5893749,341893430.73073024,51731869.858644664,78957196079,87811487994,6229099
2024-04-14,8026926111,83154065.0,386485860.7404134,339323358.4746871,47162502.26572633,79246516519,88091009052,6200642
2024-04-15,6691081758,33335220.0,410280597.892266,356201072.417642,54079525.47462398,79328167405,88188246422,6200195
2024-04-16,6410504709,168830185.0,387309906.7247855,310361032.92526436,76948873.79952115,79564512077,88439319415,6138978
2024-04-17,6028127680,424796419.0,308109199.2210723,280430603.7288091,27678595.492263198,79972587293,88859859407,6157549
2024-04-18,5745116407,495679965.0,331293063.19314283,290828673.96259874,40464389.23054409,80574043167,88602133047,6112633
2024-04-19,6857433563,533546268.0,304873412.30392593,274196157.0685248,30677255.235401154,80990147622,89101915291,6163064
2024-04-20,4232071719,165592625.0,273153447.2881045,229285327.38509452,43868119.90300995,81932478465,89972118549,6179761
2024-04-21,4510563277,229865458.0,258962957.4876359,262057614.07831985,-3094656.590683937,81522041566,89973863736,6229646
2024-04-22,5608911249,325191328.0,296093791.6096932,272632843.91494477,23460947.69474846,81484467852,89967921441,6161953
2024-04-23,5002932295,308862838.0,271773672.0540842,290852231.9735803,-19078559.91949612,81864028917,90518404342,6141941
2024-04-24,6618599106,424949912.0,348726896.8079973,270497565.9718917,78229330.83610559,81257667454,90449966589,6125265
2024-04-25,5516664469,325819682.0,335037769.514978,315047130.67839634,19990638.836581647,81740088507,90985763190,6091175
2024-04-26,4966065450,484823961.0,341727509.450935,277439101.6161166,64288407.83481842,81787863001,91034741624,6112657
2024-04-27,4677460652,300374013.0,272287007.25819,234868995.56595695,37418011.692233026,81659702554,90905725387,6084824
2024-04-28,4198255230,183111376.0,280137698.13936573,290372731.6596267,-10235033.52026099,81793925377,91049742030,6103460
2024-04-29,5036093576,312657409.0,286940233.31969756,271807653.3954972,15132579.924200356,81732968949,90992122381,6101947
2024-04-30,6207657857,451454045.0,361254871.7029714,340318303.570832,20936568.132139385,81426566265,90686691710,6083664
2024-05-01,6691137126,483019040.0,308034916.8621386,330916141.87229764,-22881225.010159016,81039923201,90312639046,6035656
2024-05-02,5164786059,162525424.0,325481751.4844077,288335325.032066,37146426.452341735,80660905037,89923927001,6108764
2024-05-03,5079908718,209648614.0,231875335.32228264,229105585.53599793,2769749.786284715,80515907689,89840514987,6118492
2024-05-04,3922882968,255344769.0,202054539.99010253,164523114.7060817,37531425.28402084,80884549074,90244944210,6139290
2024-05-05,3439695601,90881583.0,194458560.3801294,172801452.2432803,21657108.136849105,80911459160,90280993164,6127004
2024-05-06,4761176631,162525424.0,259636062.24814287,373229161.776388,-113593099.52824512,80942594642,90309585852,6123814
2024-05-07,4622390801,213959546.0,241719110.33313859,262176135.3163261,-20457024.983187526,80680530084,90034387192,6114158
2024-05-08,5065507849,185814290.0,222922612.30396056,250583160.81317765,-27660548.509217083,80539093922,89857717273,6095571
2024-05-09,4383058544,201476692.0,238292929.70829433,266987389.9620186,-28694460.253724277,80422751372,89749850447,6132505
2024-05-10,4360358115,235784540.0,280511751.08772975,211569667.510553,68942083.57717675,80362855332,89701138373,6253888
2024-05-11,2756017385,162525424.0,164296665.54033402,153382475.16945845,10914190.370875567,80241225978,89587291782,6338754
2024-05-12,2622742556,146674770.0,165766465.24337557,160777111.3987372,4989353.844638377,80325631213,89670476860,6398035
2024-05-13,4280788127,220717535.0,237894093.69045722,194096835.9241729,43797257.76628432,80288949344,89627124217,6399140
2024-05-14,4423229452,225674610.0,254936758.11033925,275014904.92293596,-20078146.81259671,80219589317,89580301393,6396093
2024-05-15,5523286042,392822746.0,354183247.562429,330707559.6917709,23475687.8706581,80017077968,89370710862,6409989
2024-05-16,4831313107,247320340.0,304903634.9121399,218248955.96114492,86654678.95099497,80365489470,89735731407,6488633
2024-05-17,5281461876,445501198.0,254320495.95545968,223758598.58500883,30561897.370450854,80523336827,89934897168,6351252
2024-05-18,3815765177,201010453.0,211958305.0548972,183050035.87207428,28908269.182822913,80795488611,90213749894,6368984
2024-05-19,3462325839,162525424.0,221193630.92457455,168518679.4156081,52674951.508966446,81053757556,90469350499,6374508
2024-05-20,7592846162,603774051.0,351809343.096436,315330859.13564134,36478483.96079469,81024192921,90443410425,6342942
2024-05-21,8729547886,286848890.0,418582293.8829455,439285031.9999875,-20702738.117042005,80752195777,90187526339,6390583
2024-05-22,7014833264,392840410.0,381343132.352011,319521656.2129608,61821476.139050245,80453519910,89885758793,6382916
2024-05-23,10528087068,502003597.0,426220587.68149674,346951755.5956861,79268832.08581066,80435645831,89899586748,6363898
2024-05-24,6731651684,289900276.0,319709086.9097859,314185070.6744976,5524016.235288322,80008486954,89497588451,6413075
2024-05-25,3928769244,210888828.0,219552180.54891196,206425336.80867058,13126843.740241379,80281373393,89783581267,6385215
2024-05-26,4784539936,209664462.0,253825345.44572756,257662644.62278646,-3837299.1770589054,80215129160,89697036526,6365804
2024-05-27,5815199548,328812281.0,339564563.2858028,333799034.2024207,5765529.08338207,79892172310,89341405009,6366692
2024-05-28,5587704251,278127741.0,306161602.3050483,297850866.5124476,8310735.792600691,79823845818,89291464173,6357851
2024-05-29,16455692038,250827567.0,315003513.80931395,255855336.9847446,59148176.824569345,79542600370,88980980135,6339637
2024-05-30,8088507103,279613618.0,340103743.7488653,314534914.6742448,25568829.074620485,79346895912,88799069995,6358678
2024-05-31,5103561406,278486902.0,268691173.1451535,268184401.93114272,506771.2140108049,79759215727,89223081842,6354028
2024-06-01,15958577887,160635601.0,267029010.08316058,232456507.8365972,34572502.246563375,79850937988,89325220299,6308779
