date,total_stablecoin_mcap,usdt_mcap,usdc_mcap,frax_mcap,tusd_mcap,busd_mcap,pyusd_mcap,fdusd_mcap,usdp_mcap,usde_mcap
2024-07-05,161976876871.0,112355735371,32528521082,5061042129,397750814.0,408891343,10725214.0,734985612,2638611,1732046.0
2024-07-06,162443404829.0,112245912309,33226925563,5115847757,388105661.0,408891342,10725214.0,734905957,2638611,1629301.0
2024-07-07,162656204569.0,112231905142,33358010946,5241870753,388276942.0,408891342,10725214.0,740872647,2638611,1621006.0
2024-07-08,162639771110.0,112231905142,33350470878,5241766920,387982152.0,408891342,10725214.0,748520688,2638611,1609401.0
2024-07-09,162723899047.0,112229273118,33485526515,5165551744,388063406.0,408891342,10725214.0,747497658,2638611,1610810.0
2024-07-10,162900851107.0,112271931338,33579112244,5172932255,388087251.0,408891342,10725214.0,749393229,2638611,1598983.0
2024-07-11,163138064955.0,112364578514,33709067966,5174879782,388114071.0,408891342,10725214.0,736928155,2638611,1604595.0
2024-07-12,163098337535.0,112371024626,33579251630,5192864640,389492203.0,408891342,10725214.0,736922826,2638611,1615977.0
2024-07-13,162518552899.0,112190715732,33168662832,5202357448,396858468.0,408891341,10725214.0,736934972,2638611,1627609.0
2024-07-14,163314591962.0,112469048012,33571110505,5278861377,397014700.0,408891341,10725214.0,739263360,2638611,1631189.0
2024-07-15,163365449117.0,112539048012,33567281390,5263458817,395161706.0,408891341,10725214.0,738771869,2638611,1618969.0
2024-07-16,163653855268.0,112864302779,33534861013,5246534840,395986833.0,408891341,10725214.0,739470701,2638611,1641917.0
2024-07-17,164075891345.0,113216677692,33570247780,5270551552,396452572.0,408891341,10725214.0,737130237,2638611,1638314.0
2024-07-18,164257148114.0,113624539190,33374823978,5244543633,397152681.0,408891341,10725214.0,739229136,2638611,1725979.0
2024-07-19,164247750904.0,113678352175,33289055774,5226794838,397494638.0,408891341,10725214.0,739454473,2638611,1683905.0
2024-07-20,164738619092.0,113859727368,33556248642,5262517642,399084111.0,408891340,10725214.0,739585919,2638611,1665397.0
2024-07-21,165173699201.0,114021327368,33688606180,5384995435,399396004.0,408891340,10725214.0,739787166,2638611,1667147.0
2024-07-22,165053605722.0,114066827367,33560640016,5339474351,400963705.0,408891340,10725214.0,739894986,2638611,1685659.0
2024-07-23,165241904296.0,114307338921,33592678729,5244089682,400960437.0,408891340,10725214.0,736367248,2638611,1724285.0
2024-07-24,165572532739.0,114471818448,33738013822,5241209930,399878247.0,408891340,10725214.0,738797489,2638611,1734930.0
2024-07-25,165386743700.0,114453302193,33612787109,5194000256,400448144.0,408891340,10725214.0,738651979,2638611,1701500.0
2024-07-26,164920400905.0,114336302185,33374136025,5181521977,400706316.0,408891340,10725214.0,738130559,2638611,1689591.0
2024-07-27,165198489701.0,114381331841,33721211792,5166847292,388454837.0,408891339,10725214.0,737477073,2638611,1692893.0
2024-07-28,165318886201.0,114469974704,33744379813,5187379354,390215715.0,408891339,10725214.0,737467155,2638611,1695143.0
2024-07-29,165296506325.0,114469974704,33724328691,5184240282,390143206.0,408891339,10725214.0,739807237,2638611,1695143.0
2024-07-30,164919552645.0,114513725531,33338671490,5142554872,391274239.0,408891339,10725214.0,740341738,2638611,1697855.0
2024-07-31,164800237484.0,114518259273,33083244630,5211038903,393048548.0,408891339,10725214.0,742054961,2638611,1617346.0
2024-08-01,164728036167.0,114547619142,32975847532,5192410234,390797130.0,408891338,10725214.0,742236105,2638611,1611836.0
2024-08-02,164332815226.0,114553402686,32554955077,5183109255,380554507.0,408891338,10725214.0,741970541,2638611,1611943.0
2024-08-03,164446928136.0,114594788858,32589592799,5163523193,380507376.0,408891338,10725214.0,741731219,2638611,1634287.0
2024-08-04,164521996707.0,114579788856,32705368390,5163248222,380937401.0,408891338,10725214.0,739191240,2638611,1633157.0
2024-08-05,164670439038.0,114579788856,32831859620,5194070733,378278859.0,408891338,10725214.0,739553461,2638611,1420481.0
2024-08-06,164736599351.0,114457553704,33320174780,5139807442,357615263.0,408891338,10725214.0,738669133,2638611,873006.0
2024-08-07,165350510808.0,114578293183,33808347110,5158694914,357689851.0,408891338,10725214.0,740996097,2638611,880979.0
2024-08-08,165984528519.0,114966872515,34056404496,5133266143,360040625.0,408891337,10725214.0,742894022,2638611,877061.0
2024-08-09,166465438637.0,115416775013,34064648192,5151049661,359732967.0,408891337,10725214.0,742885666,2638611,863821.0
2024-08-10,166587366078.0,115574281399,34001117090,5134541826,362472119.0,408891337,10725214.0,744502716,2638611,863994.0
2024-08-11,166710136863.0,115640681399,34043435200,5139759558,361097249.0,408891337,10725214.0,745131605,2638611,864617.0
2024-08-12,166682377992.0,115640681399,34025247833,5120704231,361180949.0,408891337,10725214.0,745121536,2638611,864503.0
2024-08-13,167005533481.0,115889054746,34058003605,5119252553,375018351.0,408891337,10725214.0,744650803,2638611,877395.0
2024-08-14,167342393119.0,116129081961,34029385017,5116828819,373953758.0,408891337,10725214.0,744413311,2638611,879807.0
2024-08-15,167860832448.0,116534312382,34033979753,5151259199,370820054.0,408891336,10725214.0,744643143,2638611,881014.0
2024-08-16,168244448687.0,116709344091,34102608602,5141685459,371303736.0,408891336,10725214.0,744356085,2638611,895816.0
2024-08-17,168814426812.0,116833969260,34355462675,5156450650,367244089.0,408891336,10725214.0,745190451,2638611,896368.0
2024-08-18,168904199779.0,116887299260,34378786343,5169136151,368571728.0,408891336,10725214.0,745446539,2638611,896930.0
2024-08-19,168878279355.0,116888957760,34348233692,5159837601,368452025.0,408891336,10725214.0,745829117,2638611,897743.0
2024-08-20,169083595548.0,116995756969,34441773839,5099068230,367300147.0,408891336,10725214.0,746223365,2638611,894424.0
2024-08-21,169340976733.0,117276576505,34339670350,5086691055,367480030.0,408891336,10725214.0,748667691,2638611,896968.0
2024-08-22,169799296348.0,117408263940,34442321418,5075742178,367905002.0,408891335,10725214.0,744884294,2638611,897104.0
2024-08-23,169921498110.0,117648169338,34225560581,5064840112,368499103.0,408891335,10725214.0,744774878,2638611,907777.0
2024-08-24,170642041450.0,117713064005,34466304100,5064294429,371104038.0,408891335,10725214.0,744966339,2638611,917931.0
2024-08-25,170698976915.0,117842339087,34394484122,5061812234,371200397.0,408891335,10725214.0,745746959,2638611,928944.0
2024-08-26,170665969408.0,117844216713,34343148851,5074245347,371123922.0,408891335,10725214.0,746744397,2638611,939164.0
2024-08-27,170711924659.0,117979455231,34087886423,5245621195,370780360.0,408891335,10725214.0,747776716,2638611,945040.0
2024-08-28,170407103116.0,117937170815,33820804202,5262973216,371891886.0,408891335,10725214.0,750714426,2638611,957228.0
2024-08-29,170573351061.0,118086718409,33944435169,5257490072,376077670.0,408891334,10725214.0,750995758,2638611,917929.0
2024-08-30,171016417926.0,118207965633,34419245011,5252800988,375959058.0,408891334,10725214.0,752733315,2638611,906121.0
2024-08-31,170896605928.0,118210924869,34509386329,5250188562,367405914.0,408891334,10725214.0,752830077,2638611,886727.0
2024-09-01,170902145345.0,118210924869,34493737416,5250389230,367764085.0,408891334,10725214.0,753150252,2638611,888076.0
2024-09-02,170899626396.0,118211124869,34523332736,5248725226,368662218.0,408891334,10725214.0,753471959,2638611,875600.0
2024-09-03,170784670999.0,118123924395,34567470119,5247378342,367020223.0,408891334,10725214.0,754498920,2638611,920249.0
2024-09-04,170566672608.0,118124409888,34432573004,5260469202,359520977.0,408891334,10725214.0,754228679,2638611,912745.0
2024-09-05,170706228327.0,118136891800,34694349289,5191734561,359913457.0,408891333,10725214.0,754655149,2638611,913927.0
2024-09-06,170647570524.0,118118409375,34703034575,5162257231,358669782.0,408891333,10725214.0,755072406,2638611,913902.0
2024-09-07,170627518495.0,118173609123,34617185926,5264299083,358653892.0,408891333,10725214.0,743413486,2638611,905972.0
2024-09-08,170756288285.0,118177509123,34722999642,5292441667,357647868.0,408891333,10725214.0,738789094,2638611,901334.0
2024-09-09,170796537293.0,118177509123,34768456172,5294525835,357585835.0,408891333,10725214.0,737913076,2638611,891185.0
2024-09-10,171108134913.0,118420988938,34887333593,5266765914,358216380.0,408891333,10725214.0,737361507,2638611,890818.0
2024-09-11,171315522180.0,118433539059,35107738761,5278258868,357884244.0,408891333,10725214.0,734893186,2638611,889129.0
2024-09-12,171359606096.0,118434788760,35144079209,5283507994,358110709.0,408891332,10725214.0,734366326,2638611,891481.0
2024-09-13,171130013336.0,118383833822,35175581840,5290468033,359439423.0,408891332,10725214.0,733860911,2638611,927155.0
2024-09-14,171876763290.0,118608616138,35524394816,5317956744,359277657.0,408891332,10725214.0,733694422,2638611,940329.0
2024-09-15,172341786442.0,119047660344,35515079894,5335461087,359859745.0,408891332,10725214.0,733452564,2638611,958036.0
2024-09-16,172084698458.0,118812287090,35491876581,5336019406,360193739.0,408891332,10725214.0,733213816,2638611,952634.0
2024-09-17,171899970422.0,118728250450,35249878232,5331747721,361561528.0,408891332,10725214.0,733195460,2638611,967522.0
2024-09-18,172313605845.0,118853251348,35405736481,5288985085,354854345.0,408891332,10725214.0,732849675,2638611,974725.0
2024-09-19,172452056532.0,118896720603,35365866074,5248963362,355777967.0,408891331,10725214.0,732751521,2638611,987130.0
2024-09-20,172658006378.0,119067964666,35387947380,5143308716,356158836.0,408891331,10725214.0,732346807,2638611,1019367.0
2024-09-21,172913317432.0,119161364466,35541185930,5064170284,356685790.0,408891331,10725214.0,737310389,2638611,1006491.0
2024-09-22,172977488193.0,119157360693,35611894842,5059614457,356885598.0,408891331,10725214.0,737214883,2638611,1014231.0
2024-09-23,173045648510.0,119157360693,35651896571,5060304115,356160856.0,408891331,10725214.0,737958783,2638611,1112904.0
2024-09-24,173205622892.0,119238696383,35609776107,5099513894,356591932.0,408891331,10725214.0,738002669,2638611,1102944.0
2024-09-25,173290528851.0,119229928664,35780423511,5025282288,356772083.0,408891331,10725214.0,737673721,2638611,1123804.0
2024-09-26,173478822849.0,119274429856,35816830806,5070154460,355571952.0,408891330,10725214.0,737612566,2638611,1119429.0
2024-09-27,173716122114.0,119347429356,36056633973,5083642184,355750268.0,408891330,10725214.0,737148397,2638611,1108110.0
2024-09-28,173685818353.0,119405929000,36058585407,5005224894,356075736.0,408891330,10725214.0,736422487,2638611,1148890.0
2024-09-29,173680864519.0,119406925003,36038353425,5007662371,354677109.0,408891330,10725214.0,736020393,2638611,1179623.0
2024-09-30,173899639970.0,119622396997,36002121763,5034617474,353236561.0,408891330,10725214.0,735987592,2638611,1182675.0
2024-10-01,173138719964.0,119650346135,35183237169,5032042887,357979496.0,408891330,10725214.0,736413763,2638611,1184400.0
2024-10-02,173479946737.0,119650346135,35308113870,4824456080,358174274.0,408891330,10725214.0,735741201,2638611,1119296.0
2024-10-03,173609548631.0,119633735737,35327000351,5028699192,361373405.0,408891330,10725214.0,735757215,2638611,1116459.0
2024-10-04,173495236330.0,119635112439,35300864970,5004472959,361295463.0,408891330,10725214.0,735805190,2638611,1113522.0
2024-10-05,173551917779.0,119653257237,35303828070,5001517457,361405998.0,408891330,10725214.0,735916941,2638611,1115075.0
2024-10-06,173628097224.0,119670028849,35353561263,5006763509,363002888.0,408891330,10725214.0,736035263,2638611,1115674.0
2024-10-07,173604331549.0,119670467363,35357850616,5025072669,363423270.0,408891330,10725214.0,741481428,2638611,1115779.0
2024-10-08,173697039857.0,119850367555,35098642783,5223084077,363377408.0,408891330,10725214.0,743224553,2638611,1113444.0
2024-10-09,173615349744.0,119841275909,34799002757,5207741227,363350782.0,408891329,10725214.0,745118440,2638611,1122944.0
2024-10-10,173638017200.0,119849377370,34532097909,5179077195,363640743.0,408891329,10725214.0,743807764,2638611,1125048.0
2024-10-11,173415462753.0,119725377367,34471039320,5167285399,364068017.0,408891329,10725214.0,745354394,2638611,1156104.0
2024-10-12,173727210693.0,119729627115,34715463651,5144870249,364546619.0,408891329,10725214.0,745193856,2638611,1192883.0
2024-10-13,173776899099.0,119731227066,34759320262,5151454175,363928470.0,408891329,10725214.0,746091867,2638611,1186541.0
2024-10-14,173758990153.0,119731227066,34727446159,5144953928,365066359.0,408891329,10725214.0,749361408,2638611,1186644.0
2024-10-15,173607395967.0,119759196663,34615883385,5117403995,365094910.0,408891329,10722184.0,748706062,2638611,1188496.0
2024-10-16,173505726571.0,119801443876,34626254298,5118841949,365065280.0,408891329,10722184.0,749593389,2638611,1188243.0
2024-10-17,173502220377.0,119966698833,34527890988,5128547976,362310627.0,408891329,10722184.0,749794832,2638611,1188347.0
2024-10-18,173362988584.0,120002859304,34460456278,5100112723,362548945.0,408891328,10722184.0,750908325,2638611,1150266.0
2024-10-19,173692718900.0,120087102221,34665504068,5105872823,361211306.0,408891328,10722184.0,752826075,2638611,1155341.0
2024-10-20,173835465014.0,120152102217,34669562630,5108705680,362121333.0,408891328,10722184.0,752828975,2638611,1176036.0
2024-10-21,173915349777.0,120179102217,34683804214,5115274903,362059712.0,408891328,10722184.0,757236141,2638611,1187913.0
2024-10-22,173633796464.0,120202666053,34420505363,5037390714,362435102.0,408891328,10722184.0,752904585,2638611,1204616.0
2024-10-23,173547243539.0,120190604126,34288248878,4972777090,362565990.0,408891328,10722184.0,759490540,2638611,1203926.0
2024-10-24,173229710890.0,120204789939,34055928888,4953499556,361236504.0,408891328,10722184.0,760431149,2638611,1204029.0
2024-10-25,173262282111.0,120242344735,34176177949,4957333500,361718630.0,408891327,10722184.0,759268510,2638611,1209488.0
2024-10-26,173374573379.0,120284592333,34394600051,4887948352,363197920.0,408891327,10722184.0,753732355,2638611,1211967.0
2024-10-27,173394889313.0,120318443412,34353139387,4931004631,363335887.0,408891327,10722184.0,753529387,2638611,1217724.0
2024-10-28,173467492297.0,120319443409,34379494587,4908916414,363281978.0,408891327,10722184.0,759102320,2638611,1217826.0
2024-10-29,173384830320.0,120180277118,34431370936,4875341841,363440689.0,408891327,10722184.0,754073492,2638611,1217378.0
2024-10-30,173741072840.0,120464260834,34500643590,4903706123,363407448.0,408891327,10722184.0,754899931,2638611,1217467.0
2024-10-31,174075701279.0,120533635657,34777501228,4923791009,362695583.0,408891327,10722184.0,754823502,2638611,1217519.0
2024-11-01,173504390466.0,120482951828,34428836790,4818538160,364466464.0,408891327,10722184.0,754747452,2638611,1247301.0
2024-11-02,173853138435.0,120536423457,34628613090,4887510128,364972917.0,408891327,10722184.0,754686125,2638611,1240536.0
2024-11-03,174148895028.0,120585101455,34816221826,4866672663,365161659.0,408891326,10722184.0,754482416,2638611,1205675.0
2024-11-04,174184194567.0,120585101455,34819119229,4869731294,364903928.0,408891326,10722184.0,759892443,2638611,1199132.0
2024-11-05,175172906416.0,121509925391,35032825651,4881208075,365141402.0,408891326,10722184.0,762346298,2638611,1199045.0
2024-11-06,175589821601.0,121508090966,35495702378,4770932181,364580271.0,408891326,10722184.0,763397236,2638611,1196389.0
2024-11-07,177164970093.0,121996707673,36778932850,4789713288,364948184.0,408891326,10722184.0,762688216,2638611,1234571.0
2024-11-08,177875879453.0,122481730696,36837551465,4714703495,363577818.0,408891326,10722184.0,756746144,2638611,1242135.0
2024-11-09,179134891454.0,123428055689,37080522523,4741598963,363535292.0,408891326,10722184.0,756862399,2638611,1255027.0
2024-11-10,179371261347.0,123695285992,36973238612,4732826359,364354797.0,408891325,10722184.0,762885089,2638611,1259579.0
2024-11-11,179622473106.0,123966113535,36898324678,4717696838,364528946.0,408891325,10722184.0,756217437,2638611,1255494.0
2024-11-12,181278502960.0,125803947511,36886004565,4725164276,368775541.0,408891325,10722184.0,754917268,2638611,1255395.0
2024-11-13,181356156880.0,126606120653,36453658694,4623736095,370317721.0,408891325,10722184.0,754045920,2638611,1265561.0
2024-11-14,182649787339.0,127600317350,36643380150,4662047019,368784599.0,408891325,10722184.0,753902691,2638611,1249084.0
2024-11-15,184622084244.0,129191525913,36835407938,4658992790,365325664.0,408891325,10722184.0,754837767,2638611,1237989.0
2024-11-16,185034149478.0,129191516826,36927137301,4651051771,357312891.0,408891325,10722184.0,755243186,2638611,1242047.0
2024-11-17,185540454872.0,129417831726,37072910422,4663990538,357521236.0,408891325,10722184.0,757699348,2638611,1242459.0
2024-11-18,185785745046.0,129567822731,37047044412,4668229269,357242099.0,408891324,10722184.0,760522513,2638611,1244561.0
2024-11-19,185845884719.0,129458065433,37334703629,4646976240,356135031.0,408891324,10722184.0,761066732,2638611,1244613.0
2024-11-20,186515855565.0,129942382199,37359206470,4701725213,363101866.0,408891324,10722184.0,765817462,2638611,1244715.0
2024-11-21,188305578076.0,131244196679,37853997311,4732346767,363101866.0,408891324,10722184.0,764403090,2638611,1244767.0
2024-11-22,189015593695.0,131559452114,38168544103,4740551451,363101866.0,408891324,10722184.0,760032268,2638611,1218584.0
2024-11-23,191070374105.0,132873420057,38798750042,4711275311,379572681.0,408891324,10722184.0,764757905,2638611,1216699.0
2024-11-24,192610256412.0,134013442053,39047159301,4754681041,393776981.0,408891324,10722184.0,763790623,2638611,1187123.0
2024-11-25,193022522692.0,134424635741,38981295280,4719211757,394750705.0,408891324,10722184.0,759489927,2638611,1189836.0
2024-11-26,192781640387.0,134693131223,38691389600,4725129579,334764113.0,408891324,10722184.0,754934278,2638611,1190618.0
2024-11-27,192617792987.0,134722943242,38536964162,4618775110,335365610.0,408891324,10722184.0,755270391,2638611,1193638.0
2024-11-28,194141362134.0,135137486676,39521814770,4721181538,340896792.0,408891323,10722184.0,754214766,2638611,1206690.0
2024-11-29,194981686713.0,135965852342,39413361184,4731049419,354302468.0,408891323,10722184.0,756378497,2638611,1207794.0
2024-11-30,195739878395.0,136271708422,39746464406,4748066014,354635721.0,408891323,10722184.0,756103783,2638611,1223945.0
2024-12-01,193866194568.0,134392441049,39865840343,4679310592,354500521.0,408891323,10722184.0,754904060,2638611,1226921.0
2024-12-02,194144331514.0,134476541006,40029815218,4698764800,354488128.0,408891323,10722184.0,755991581,2638611,1308167.0
2024-12-03,194860039084.0,135012360931,39902043704,4701166982,358414427.0,408891323,10722184.0,753147281,2638611,1308283.0
2024-12-04,195397070535.0,135338236018,40078216692,4690069583,352932209.0,408891322,10722184.0,750287839,2638611,1306643.0
2024-12-05,196663504402.0,136045432502,40638149207,4641422652,351166721.0,408891322,10722184.0,748379613,2638611,1327444.0
2024-12-06,197314119516.0,136975278080,40231975255,4566986153,350142375.0,408891322,10722184.0,741944446,2638611,1356284.0
2024-12-07,198440759891.0,138038817923,41136147069,4549571616,348094994.0,408891322,10722184.0,3292325,2638611,1377084.0
2024-12-08,198852584340.0,138262817923,41131834220,4541429208,345844998.0,408891321,10722184.0,3292325,2638611,1477258.0
2024-12-09,200030171966.0,138399087923,40969386687,4575583791,344233311.0,408891321,10722184.0,741977910,2638611,1477688.0
2024-12-10,199787402804.0,138643216096,40570582254,4474363410,343602962.0,408891321,10722184.0,740574326,2638611,1472910.0
2024-12-11,200432741150.0,138953308451,40746368258,4508369530,344580641.0,408891320,10722184.0,742269973,2638611,1469187.0
2024-12-12,202599492882.0,140005800450,41597995926,4517821587,344450612.0,408891320,10722184.0,742786298,2638611,1523371.0
2024-12-13,203083538866.0,140404910980,41535712753,4501669234,345444618.0,408891319,10722184.0,743024551,2638611,1540580.0
2024-12-14,204009389970.0,140448004125,41983548416,4522955041,345412740.0,408891319,10722184.0,743519335,2638611,1560693.0
2024-12-15,204251195452.0,140568004125,41995372080,4535021066,346221350.0,408891319,10722184.0,744018070,2638611,1583537.0
2024-12-16,204408626234.0,140568004125,42123004404,4502641688,332431505.0,408891318,10722184.0,744771943,2638611,1646589.0
2024-12-17,204883128182.0,140758577764,42395161081,4527044125,332337059.0,408891318,10722184.0,744816878,2638611,1681230.0
2024-12-18,205201861771.0,140912347295,42539086291,4540925916,331195148.0,408891318,10722184.0,745383914,2638611,1691281.0
2024-12-19,205338684662.0,140933906305,42340498552,4516978210,331305287.0,408891317,10722184.0,749696687,2638611,1692091.0
2024-12-20,205788554367.0,140886878527,42440941689,4504925625,331061921.0,408891317,10722184.0,751904840,2638611,1680343.0
2024-12-21,206012977893.0,140468513507,42762296991,4444830848,331970553.0,408891317,10722184.0,747376239,2638611,1703437.0
2024-12-22,206030622370.0,140177246923,42942740708,4447050653,331837044.0,408891317,10722184.0,753050791,2638611,1708489.0
2024-12-23,206141557119.0,140152701207,43015598519,4411682724,332141075.0,408891316,10722184.0,755764809,2638611,1699185.0
2024-12-24,206237910190.0,139800592088,43032426602,4428784357,333495009.0,408891316,10722184.0,758573969,2638611,1522891.0
2024-12-25,206604625656.0,139728411369,43051898387,4440612815,334051484.0,408891316,10722184.0,761074320,2638611,1522990.0
2024-12-26,206838178351.0,139732311008,43102087396,4468939887,333830993.0,408891316,10722184.0,761135328,2638611,1523043.0
2024-12-27,207569249272.0,139746088403,43474413403,4480101616,338820601.0,408891316,10722184.0,762152550,2638611,1459024.0
2024-12-28,207678024343.0,139593778477,43530143468,4449148228,332791490.0,408891316,10722184.0,759148330,2638611,1459125.0
2024-12-29,207533716072.0,139309508042,43637942884,4448352261,332622359.0,408891316,10722184.0,760734021,2638611,1476977.0
2024-12-30,207370561179.0,139257508041,43635466512,4331545453,333166651.0,408891315,10722184.0,760955307,2638611,1461301.0
2024-12-31,206535875772.0,138109585231,43825884044,4421204638,315425933.0,408891315,10722184.0,759936417,2638611,1482295.0
2025-01-01,205954241372.0,137747095441,43937243150,4380836798,317089306.0,408891315,10722184.0,756294012,2638611,1482346.0
2025-01-02,205467975146.0,137562831740,43688575678,4294642095,317166318.0,408891315,10722184.0,756224196,2638611,1464583.0
2025-01-03,207032862107.0,137562831740,44438565566,4409342550,317093964.0,408891314,10722184.0,753557200,2638611,1478078.0
2025-01-04,208253432248.0,137568401171,45354600315,4452780050,316506880.0,408891314,10722184.0,753948129,2638611,1481331.0
2025-01-05,208541463864.0,137563370385,45530602060,4462045779,316482428.0,408891314,10722184.0,753063024,2638611,1476553.0
2025-01-06,208638502044.0,137563370382,45571803332,4474339673,316361690.0,408891313,10722184.0,750703368,2638611,1476454.0
2025-01-07,209207795723.0,137886263996,45766768171,4492030577,316612642.0,408891313,10722184.0,748861006,2638611,1480396.0
2025-01-08,208601508781.0,137723427073,45483765590,4450509752,316575444.0,408891313,10722184.0,747325469,2638611,1515417.0
2025-01-09,208465006768.0,137943085879,45299722398,4444059899,316914092.0,408891312,10722184.0,746081241,2638611,1550327.0
2025-01-10,208242410999.0,137788031415,45428928639,4463305030,316931927.0,408891312,10722184.0,746389320,2638611,1543032.0
2025-01-11,208433574740.0,137784795397,45749299008,4431995174,317101888.0,408891312,10722184.0,746128009,2638611,1510676.0
2025-01-12,208373918711.0,137748925154,45752842777,4416269532,317113980.0,408891311,10722184.0,746710771,2638611,1510728.0
2025-01-13,208638534020.0,137791589208,45747612531,4489556096,317207830.0,408891311,10722184.0,747091136,2638611,1503120.0
2025-01-14,208534524781.0,137582647234,45618418063,4514065085,317317753.0,408891310,10722184.0,748272351,2638611,1223852.0
2025-01-15,208773202690.0,137582647233,45738260592,4524402833,317253724.0,408891310,10722184.0,749284101,2638611,1229393.0
2025-01-16,209641613439.0,137792434596,46249378942,4676416507,317613715.0,408891310,10722184.0,747272421,2638611,1229947.0
2025-01-17,209843661039.0,137802584445,46456612611,4626015840,317776852.0,408891310,10722184.0,751257283,2638611,1230148.0
2025-01-18,211705004594.0,138609880783,47418782083,4719582936,318012094.0,408891310,10722184.0,750882613,2638611,1233981.0
2025-01-19,211766467244.0,138687679683,47532720201,4664147565,318628735.0,408891310,10722184.0,754198060,2638611,1241833.0
2025-01-20,212128978785.0,138700179650,48228754020,4595823209,318667935.0,408891310,10722184.0,755194659,2638611,1243172.0
2025-01-21,212000227623.0,138761501548,48178477166,4606617642,319168615.0,408891310,10722184.0,755284277,2638611,1243724.0
2025-01-22,214749155541.0,138851168099,50873887564,4646228006,319505117.0,408891309,10722184.0,754574815,2638611,1249586.0
2025-01-23,216005294425.0,139155191071,51557366778,4660289009,319310770.0,408891309,10722184.0,755279011,2638611,1250138.0
2025-01-24,216771598999.0,139236520740,51963749610,4667157289,319488778.0,408891309,10722184.0,755952274,2638611,1279277.0
2025-01-25,217389573263.0,139787677372,52182714982,4705721320,319116339.0,408891309,10722184.0,754994822,2638611,1283829.0
2025-01-26,217436267904.0,139786746494,52129911436,4719681071,319097970.0,408891308,10722184.0,754681944,2638611,1288021.0
2025-01-27,217365485110.0,139791921674,52090923334,4719078066,319084790.0,408891308,10722184.0,746663828,2638611,1289036.0
2025-01-28,217624380677.0,139914228538,52357894765,4628354124,319183128.0,408891308,10722184.0,746410274,2638611,1277253.0
2025-01-29,217996001953.0,139925628535,52516661284,4673413666,318879630.0,408891308,10722184.0,744954272,2638611,1255745.0
2025-01-30,218218561816.0,139982628523,52580071526,4701307592,319131129.0,408891307,10722184.0,744249920,2638611,1253107.0
2025-01-31,218908362807.0,140004528519,53139562114,4696236324,318980667.0,408891307,10722184.0,743618822,2638611,1240690.0
2025-02-01,219141425362.0,139981016588,53307616280,4672688427,319134388.0,408891307,10722184.0,742943422,2638611,1245242.0
2025-02-02,219170740325.0,139981116584,53305126113,4641515863,318933506.0,408891307,10722184.0,739641977,2638611,1249094.0
2025-02-03,219083189992.0,139976116582,53342579974,4576424327,318917775.0,408891306,10722184.0,741152528,2638611,1221583.0
2025-02-04,219994542395.0,139934356581,54473269241,4543564215,318996993.0,408891306,10722184.0,742229042,2638611,1101997.0
2025-02-05,222510888614.0,141281000185,55006342689,4534196096,318531789.0,408891306,10722184.0,743432436,2638611,1093748.0
2025-02-06,223794663310.0,141868639474,55340707917,4532439674,317552789.0,408891306,10722184.0,742050851,2638611,1087177.0
2025-02-07,224449879855.0,141827071091,55700438368,4568359273,325562551.0,408891306,10722184.0,741580393,2638611,1082326.0
2025-02-08,225570273153.0,142126491830,56241432847,4562149987,325682649.0,408891306,10722184.0,741846447,2638611,1082319.0
2025-02-09,225479616157.0,142199011789,56013396596,4518532348,325513549.0,408891305,10722184.0,741180587,2638611,1082371.0
2025-02-10,225617851375.0,142191510636,56157297653,4503270853,325571373.0,408891305,10722184.0,742467222,2638611,1080240.0
2025-02-11,226029535744.0,142341381105,56144945460,4485779157,331685220.0,408891305,10722184.0,743759684,2638611,1079820.0
2025-02-12,226006061037.0,142266481024,56084052842,4505883349,333099701.0,408891305,10722184.0,740779334,2638611,1081649.0
2025-02-13,226235758799.0,142417199851,56045541773,4518979558,333133506.0,408891305,10722184.0,739848634,2638611,1081700.0
2025-02-14,226238370226.0,142225869513,56104910202,4558976956,333645845.0,408891305,10722184.0,739384493,2638611,1083635.0
2025-02-15,226760424597.0,142413856453,56399848127,4583101230,333895501.0,408891305,10722184.0,737015051,2638611,1077610.0
2025-02-16,226909385567.0,142412375399,56430534307,4619058805,333936000.0,408891304,10722184.0,736891820,2638611,1077714.0
2025-02-17,226943712583.0,142412375399,56485382945,4619360982,334132533.0,408891304,10722184.0,736523368,2638611,1069489.0
2025-02-18,226944096125.0,142249254877,56487109965,4637106427,334015700.0,408891304,10722184.0,735139632,2638611,1069569.0
2025-02-19,226765061953.0,142082304427,56243872726,4647349048,337450863.0,408891304,10722184.0,733505310,2638611,1067724.0
2025-02-20,227388077909.0,142682643615,56214009708,4687868084,316837648.0,408891304,10722184.0,734520213,2638611,1067809.0
2025-02-21,227378600580.0,142843643165,56216426123,4742809179,318033695.0,408891303,10722184.0,734400953,2638611,1066730.0
2025-02-22,227980221220.0,142951416400,57197162929,4624034260,318340434.0,408891303,10722184.0,735368146,2638611,1072578.0
2025-02-23,227936646361.0,142951416393,57098172000,4672019757,322263977.0,408891303,10722184.0,737245645,2638611,1068968.0
2025-02-24,228157150222.0,142874416382,57207742538,4700593001,323073553.0,408891303,10722184.0,737226198,2638611,1079139.0
2025-02-25,227651318468.0,142812345771,56581207853,4626022389,286878684.0,408891302,10722184.0,734902266,2638611,1071953.0
