date,hhi_component,share_pct,tier,volume_usd
2023-11-08 00:00:00.000 UTC,32.09,5.67,Tier3,71140895.71542703
2023-11-09 00:00:00.000 UTC,2728.99,52.24,Tier1,1414189466.8121417
2023-11-09 00:00:00.000 UTC,1981.35,44.51,Tier2,1205000000
2023-11-09 00:00:00.000 UTC,10.55,3.25,Tier3,87923262.28219801
2023-11-10 00:00:00.000 UTC,7888.66,88.82,Tier1,1277181914.0237546
2023-11-10 00:00:00.000 UTC,27.42,5.24,Tier2,75295567
2023-11-10 00:00:00.000 UTC,35.35,5.95,Tier3,85496625.99428001
2023-11-11 00:00:00.000 UTC,7937.55,89.09,Tier1,347034963.47857654
2023-11-11 00:00:00.000 UTC,118.96,10.91,Tier3,42485255.16453401
2023-11-12 00:00:00.000 UTC,8165.65,90.36,Tier1,259092242.89245218
2023-11-12 00:00:00.000 UTC,92.85,9.64,Tier3,27628450.340925
2023-11-13 00:00:00.000 UTC,7972.71,89.29,Tier1,1413511655.2457838
2023-11-13 00:00:00.000 UTC,32.03,5.66,Tier2,89589260.74000001
2023-11-13 00:00:00.000 UTC,25.51,5.05,Tier3,79955433.65345004
2023-11-14 00:00:00.000 UTC,8199.43,90.55,Tier1,1200171424.7691033
2023-11-14 00:00:00.000 UTC,15.54,3.94,Tier2,52250487
2023-11-14 00:00:00.000 UTC,30.33,5.51,Tier3,72992021.87461501
2023-11-15 00:00:00.000 UTC,7584.45,87.09,Tier1,1302305704.518869
2023-11-15 00:00:00.000 UTC,17.09,4.13,Tier2,61822009.780808
2023-11-15 00:00:00.000 UTC,77.04,8.78,Tier3,131249695.19731802
2023-11-16 00:00:00.000 UTC,8603.26,92.75,Tier1,1500983295.7621374
2023-11-16 00:00:00.000 UTC,9.17,3.03,Tier2,49000000
2023-11-16 00:00:00.000 UTC,17.79,4.22,Tier3,68261723.510547
2023-11-17 00:00:00.000 UTC,8553.97,92.49,Tier1,1330355574.6122007
2023-11-17 00:00:00.000 UTC,12.45,3.53,Tier2,50753000
2023-11-17 00:00:00.000 UTC,15.87,3.98,Tier3,57305057.13163001
2023-11-18 00:00:00.000 UTC,6392.08,79.95,Tier1,262728136.30761203
2023-11-18 00:00:00.000 UTC,23.71,4.87,Tier2,16000000
2023-11-18 00:00:00.000 UTC,230.45,15.18,Tier3,49885410.411381006
2023-11-19 00:00:00.000 UTC,8109.25,90.05,Tier1,249473976.14399004
2023-11-19 00:00:00.000 UTC,98.98,9.95,Tier3,27561195.819367997
2023-11-20 00:00:00.000 UTC,7564.77,86.98,Tier1,1080518670.181142
2023-11-20 00:00:00.000 UTC,60.68,7.79,Tier2,96773000
2023-11-20 00:00:00.000 UTC,27.4,5.23,Tier3,65030790.783268
2023-11-21 00:00:00.000 UTC,7077.16,84.13,Tier1,1159565366.80185
2023-11-21 00:00:00.000 UTC,114.54,10.7,Tier2,147517458.28242898
2023-11-21 00:00:00.000 UTC,26.75,5.17,Tier3,71286891.198932
2023-11-22 00:00:00.000 UTC,7845.32,88.57,Tier1,1451952115.0992668
2023-11-22 00:00:00.000 UTC,29.1,5.39,Tier2,88427027.643023
2023-11-22 00:00:00.000 UTC,36.38,6.03,Tier3,98877356.56330803
2023-11-23 00:00:00.000 UTC,4482.8,66.95,Tier1,520934194.8805151
2023-11-23 00:00:00.000 UTC,644.1,25.38,Tier2,197462814.01999998
2023-11-23 00:00:00.000 UTC,58.79,7.67,Tier3,59654534.58042599
2023-11-24 00:00:00.000 UTC,7589.88,87.12,Tier1,1490390626.7419243
2023-11-24 00:00:00.000 UTC,11.8,3.44,Tier2,58776000
2023-11-24 00:00:00.000 UTC,89.2,9.44,Tier3,161567506.339786
2023-11-25 00:00:00.000 UTC,4947.75,70.34,Tier1,92749034.560183
2023-11-25 00:00:00.000 UTC,879.7,29.66,Tier3,39108668.722293
2023-11-26 00:00:00.000 UTC,8856.54,94.11,Tier1,365770060.07016593
2023-11-26 00:00:00.000 UTC,34.7,5.89,Tier3,22895645.224769995
2023-11-27 00:00:00.000 UTC,2529.29,50.29,Tier1,1175172247.450507
2023-11-27 00:00:00.000 UTC,2267.81,47.62,Tier2,1112770000
2023-11-27 00:00:00.000 UTC,4.35,2.09,Tier3,48753088.843548
2023-11-28 00:00:00.000 UTC,6862.45,82.84,Tier1,999628253.285622
2023-11-28 00:00:00.000 UTC,95.26,9.76,Tier2,117774000
2023-11-28 00:00:00.000 UTC,54.76,7.4,Tier3,89296573.27465099
2023-11-29 00:00:00.000 UTC,6307.87,79.42,Tier1,1178277547.163217
2023-11-29 00:00:00.000 UTC,55.87,7.47,Tier2,110888000
2023-11-29 00:00:00.000 UTC,171.7,13.1,Tier3,194398800.17986703
2023-11-30 00:00:00.000 UTC,5454.84,73.86,Tier1,971035511.5656674
2023-11-30 00:00:00.000 UTC,0.02,0.14,Tier2,1809000
2023-11-30 00:00:00.000 UTC,676.29,26.01,Tier3,341908511.637371
2023-12-01 00:00:00.000 UTC,7906.47,88.92,Tier1,1024456173.5765767
2023-12-01 00:00:00.000 UTC,50.66,7.12,Tier2,82000042
2023-12-01 00:00:00.000 UTC,15.72,3.96,Tier3,45675017.20272902
2023-12-02 00:00:00.000 UTC,7937.46,89.09,Tier1,232486648.68828797
2023-12-02 00:00:00.000 UTC,118.98,10.91,Tier3,28463302.024238
2023-12-03 00:00:00.000 UTC,2539.81,50.4,Tier1,178264723.45637706
2023-12-03 00:00:00.000 UTC,1798.26,42.41,Tier2,150000000
2023-12-03 00:00:00.000 UTC,51.8,7.2,Tier3,25459299.050086
2023-12-04 00:00:00.000 UTC,8164.14,90.36,Tier1,1303981600.6739686
2023-12-04 00:00:00.000 UTC,15.21,3.9,Tier2,56284000
2023-12-04 00:00:00.000 UTC,33,5.74,Tier3,82900475.51557098
2023-12-05 00:00:00.000 UTC,6252.32,79.07,Tier1,1355998345.0298643
2023-12-05 00:00:00.000 UTC,68.56,8.28,Tier2,142000000
2023-12-05 00:00:00.000 UTC,159.97,12.65,Tier3,216900278.24567598
2023-12-06 00:00:00.000 UTC,8469.64,92.03,Tier1,892409127.9811443
2023-12-06 00:00:00.000 UTC,63.51,7.97,Tier3,77277883.878962
2023-12-07 00:00:00.000 UTC,7633.81,87.37,Tier1,1317785391.4480262
2023-12-07 00:00:00.000 UTC,11.43,3.38,Tier2,51000000
2023-12-07 00:00:00.000 UTC,85.51,9.25,Tier3,139466605.46973604
2023-12-08 00:00:00.000 UTC,8086.59,89.93,Tier1,1276641290.0081646
2023-12-08 00:00:00.000 UTC,20.88,4.57,Tier2,64866335.66
2023-12-08 00:00:00.000 UTC,30.31,5.51,Tier3,78158437.03378102
2023-12-09 00:00:00.000 UTC,7069.28,84.08,Tier1,280581765.4627131
2023-12-09 00:00:00.000 UTC,253.48,15.92,Tier3,53130167.63042899
2023-12-10 00:00:00.000 UTC,5889.1,76.74,Tier1,253848912.54758894
2023-12-10 00:00:00.000 UTC,176.93,13.3,Tier2,44000000
2023-12-10 00:00:00.000 UTC,99.16,9.96,Tier3,32939857.579149004
2023-12-11 00:00:00.000 UTC,8015.14,89.53,Tier1,1794431378.008407
2023-12-11 00:00:00.000 UTC,1.16,1.07,Tier2,21544000
2023-12-11 00:00:00.000 UTC,88.32,9.4,Tier3,188364471.23345694
2023-12-12 00:00:00.000 UTC,7750.43,88.04,Tier1,1103856090.538657
2023-12-12 00:00:00.000 UTC,0.01,0.08,Tier2,1000000
2023-12-12 00:00:00.000 UTC,141.22,11.88,Tier3,149005021.15310198
2023-12-13 00:00:00.000 UTC,7736.77,87.96,Tier1,1774572846.7216153
2023-12-13 00:00:00.000 UTC,0.01,0.09,Tier2,1758000
2023-12-13 00:00:00.000 UTC,142.9,11.95,Tier3,241171417.41847792
2023-12-14 00:00:00.000 UTC,7641.03,87.41,Tier1,1364984670.8821647
2023-12-14 00:00:00.000 UTC,0,0.04,Tier2,697302.7
2023-12-14 00:00:00.000 UTC,157.31,12.54,Tier3,195853056.958078
2023-12-15 00:00:00.000 UTC,8456.74,91.96,Tier1,1496096560.6056952
2023-12-15 00:00:00.000 UTC,1.66,1.29,Tier2,20980019.98
2023-12-15 00:00:00.000 UTC,45.56,6.75,Tier3,109812808.70361398
2023-12-16 00:00:00.000 UTC,6040.35,77.72,Tier1,281913268.5273119
2023-12-16 00:00:00.000 UTC,496.41,22.28,Tier3,80817584.94656399
2023-12-17 00:00:00.000 UTC,7826.72,88.47,Tier1,356928003.08610594
2023-12-17 00:00:00.000 UTC,132.97,11.53,Tier3,46523049.67416199
2023-12-18 00:00:00.000 UTC,8385.43,91.57,Tier1,1824731905.9481163
2023-12-18 00:00:00.000 UTC,0.03,0.16,Tier2,3190000
2023-12-18 00:00:00.000 UTC,68.36,8.27,Tier3,164752862.40375704
2023-12-19 00:00:00.000 UTC,7726.78,87.9,Tier1,1015280465.5464932
2023-12-19 00:00:00.000 UTC,0.32,0.57,Tier2,6564080.986059
2023-12-19 00:00:00.000 UTC,132.93,11.53,Tier3,133168005.29064795
2023-12-20 00:00:00.000 UTC,8256.31,90.86,Tier1,1285814421.9511797
2023-12-20 00:00:00.000 UTC,83.46,9.14,Tier3,129279491.11922997
2023-12-21 00:00:00.000 UTC,8163.01,90.35,Tier1,1202968144.3140712
2023-12-21 00:00:00.000 UTC,1.63,1.28,Tier2,17015655.48
2023-12-21 00:00:00.000 UTC,70.1,8.37,Tier3,111479168.71912195
2023-12-22 00:00:00.000 UTC,8280.02,90.99,Tier1,1275941792.2719207
2023-12-22 00:00:00.000 UTC,2.03,1.43,Tier2,20000000
2023-12-22 00:00:00.000 UTC,57.44,7.58,Tier3,106275008.78294002
2023-12-23 00:00:00.000 UTC,4533.72,67.33,Tier1,296801008.94430196
2023-12-23 00:00:00.000 UTC,514.66,22.69,Tier2,100000000
2023-12-23 00:00:00.000 UTC,99.62,9.98,Tier3,43995579.03323501
2023-12-24 00:00:00.000 UTC,6004.76,77.49,Tier1,243453820.886552
2023-12-24 00:00:00.000 UTC,253.28,15.91,Tier2,50000000
2023-12-24 00:00:00.000 UTC,43.49,6.59,Tier3,20719016.489807
2023-12-25 00:00:00.000 UTC,568.86,23.85,Tier1,359922486.920056
2023-12-25 00:00:00.000 UTC,5493.68,74.12,Tier2,1118500000
2023-12-25 00:00:00.000 UTC,4.12,2.03,Tier3,30630173.114146993
2023-12-26 00:00:00.000 UTC,8642.45,92.96,Tier1,1537252117.645012
2023-12-26 00:00:00.000 UTC,1,1,Tier2,16535014.99
2023-12-26 00:00:00.000 UTC,36.42,6.04,Tier3,99798596.50575
2023-12-27 00:00:00.000 UTC,6918.78,83.18,Tier1,1329702624.9772866
2023-12-27 00:00:00.000 UTC,40.52,6.37,Tier2,101765005
2023-12-27 00:00:00.000 UTC,109.3,10.45,Tier3,167131679.53939497
2023-12-28 00:00:00.000 UTC,8194.59,90.52,Tier1,1747894275.6799645
2023-12-28 00:00:00.000 UTC,6.73,2.59,Tier2,50100000
2023-12-28 00:00:00.000 UTC,47.35,6.88,Tier3,132868781.82886997
2023-12-29 00:00:00.000 UTC,8667.8,93.1,Tier1,1646394378.2701662
2023-12-29 00:00:00.000 UTC,0.05,0.22,Tier2,3972000
2023-12-29 00:00:00.000 UTC,44.55,6.67,Tier3,118029322.68006901
2023-12-30 00:00:00.000 UTC,6418.07,80.11,Tier1,541140455.4581479
2023-12-30 00:00:00.000 UTC,46.43,6.81,Tier2,46026000
2023-12-30 00:00:00.000 UTC,170.91,13.07,Tier3,88306463.15092303
2023-12-31 00:00:00.000 UTC,7584.98,87.09,Tier1,557297531.4474571
2023-12-31 00:00:00.000 UTC,166.62,12.91,Tier3,82599339.75872101
2024-01-01 00:00:00.000 UTC,6301.04,79.38,Tier1,387581877.24886703
2024-01-01 00:00:00.000 UTC,1.09,1.04,Tier2,5100000
2024-01-01 00:00:00.000 UTC,383.24,19.58,Tier3,95585072.85794303
2024-01-02 00:00:00.000 UTC,6867.08,82.87,Tier1,1929527886.6891801
2024-01-02 00:00:00.000 UTC,125.04,11.18,Tier2,260369005
2024-01-02 00:00:00.000 UTC,35.4,5.95,Tier3,138542973.93697405
2024-01-03 00:00:00.000 UTC,6048.17,77.77,Tier1,1906798655.3897955
2024-01-03 00:00:00.000 UTC,135.85,11.66,Tier2,285773000
2024-01-03 00:00:00.000 UTC,111.82,10.57,Tier3,259271762.99682593
2024-01-04 00:00:00.000 UTC,2831.67,53.21,Tier1,1846136402.903703
2024-01-04 00:00:00.000 UTC,1619.28,40.24,Tier2,1396057000
2024-01-04 00:00:00.000 UTC,42.86,6.55,Tier3,227114045.26680204
2024-01-05 00:00:00.000 UTC,5907.51,76.86,Tier1,1658446355.0515325
2024-01-05 00:00:00.000 UTC,198.18,14.08,Tier2,303759840.15999997
2024-01-05 00:00:00.000 UTC,82.12,9.06,Tier3,195533485.60728407
2024-01-06 00:00:00.000 UTC,7763.28,88.11,Tier1,365383804.8187579
2024-01-06 00:00:00.000 UTC,14.89,3.86,Tier2,16000000
2024-01-06 00:00:00.000 UTC,64.52,8.03,Tier3,33309075.495762
2024-01-07 00:00:00.000 UTC,1947.58,44.13,Tier1,170622169.89704996
2024-01-07 00:00:00.000 UTC,1979.16,44.49,Tier2,172000000
2024-01-07 00:00:00.000 UTC,129.52,11.38,Tier3,44000756.957362
2024-01-08 00:00:00.000 UTC,6508.32,80.67,Tier1,1592750768.6989832
2024-01-08 00:00:00.000 UTC,173.13,13.16,Tier2,259772782.73849
2024-01-08 00:00:00.000 UTC,38.05,6.17,Tier3,121778059.09087098
2024-01-09 00:00:00.000 UTC,3543.51,59.53,Tier1,1861453788.2241042
2024-01-09 00:00:00.000 UTC,1405.27,37.49,Tier2,1172238761.25
2024-01-09 00:00:00.000 UTC,8.91,2.99,Tier3,93363512.87286597
2024-01-10 00:00:00.000 UTC,7658.59,87.51,Tier1,1891786771.2653892
2024-01-10 00:00:00.000 UTC,59.25,7.7,Tier2,166396603.4
2024-01-10 00:00:00.000 UTC,22.94,4.79,Tier3,103528494.69929199
2024-01-11 00:00:00.000 UTC,6793.27,82.42,Tier1,2095217517.5625494
2024-01-11 00:00:00.000 UTC,58.58,7.65,Tier2,194557451.2
2024-01-11 00:00:00.000 UTC,98.51,9.93,Tier3,252307401.47818494
2024-01-12 00:00:00.000 UTC,8037.11,89.65,Tier1,2194646379.065963
2024-01-12 00:00:00.000 UTC,1.22,1.1,Tier2,27000000
2024-01-12 00:00:00.000 UTC,85.51,9.25,Tier3,226371035.0960079
2024-01-13 00:00:00.000 UTC,5441.72,73.77,Tier1,500416900.1301099
2024-01-13 00:00:00.000 UTC,5.56,2.36,Tier2,16000000
2024-01-13 00:00:00.000 UTC,569.94,23.87,Tier3,161948694.30235493
2024-01-14 00:00:00.000 UTC,5487.34,74.08,Tier1,176919600.0488001
2024-01-14 00:00:00.000 UTC,672.02,25.92,Tier3,61913785.39317999
2024-01-15 00:00:00.000 UTC,5777.36,76.01,Tier1,635923782.400038
2024-01-15 00:00:00.000 UTC,0.23,0.48,Tier2,4000000
2024-01-15 00:00:00.000 UTC,552.86,23.51,Tier3,196719221.42825705
2024-01-16 00:00:00.000 UTC,8423.38,91.78,Tier1,2028501015.9090352
2024-01-16 00:00:00.000 UTC,0,0.05,Tier2,1009980
2024-01-16 00:00:00.000 UTC,66.84,8.18,Tier3,180691990.662726
2024-01-17 00:00:00.000 UTC,6471.47,80.45,Tier1,1959065347.6306794
2024-01-17 00:00:00.000 UTC,92.5,9.62,Tier2,234217000
2024-01-17 00:00:00.000 UTC,98.74,9.94,Tier3,241989196.35112703
2024-01-18 00:00:00.000 UTC,7605.77,87.21,Tier1,1875744741.6237252
2024-01-18 00:00:00.000 UTC,163.56,12.79,Tier3,275066134.437887
2024-01-19 00:00:00.000 UTC,8833.93,93.99,Tier1,1917404189.933155
2024-01-19 00:00:00.000 UTC,0.14,0.37,Tier2,7526086
2024-01-19 00:00:00.000 UTC,31.83,5.64,Tier3,115100634.40223801
2024-01-20 00:00:00.000 UTC,5410.07,73.55,Tier1,658706157.7608211
2024-01-20 00:00:00.000 UTC,224.44,14.98,Tier2,134164122.24000001
2024-01-20 00:00:00.000 UTC,131.46,11.47,Tier3,102680654.184177
2024-01-21 00:00:00.000 UTC,2802.34,52.94,Tier1,166519922.30974397
2024-01-21 00:00:00.000 UTC,1124.29,33.53,Tier2,105473673
2024-01-21 00:00:00.000 UTC,183.13,13.53,Tier3,42568097.350973
2024-01-22 00:00:00.000 UTC,7981.3,89.34,Tier1,1468461574.1958742
2024-01-22 00:00:00.000 UTC,0.62,0.79,Tier2,12984000
2024-01-22 00:00:00.000 UTC,97.46,9.87,Tier3,162266635.518323
2024-01-23 00:00:00.000 UTC,7534.78,86.8,Tier1,1521452368.0940228
2024-01-23 00:00:00.000 UTC,3.76,1.94,Tier2,34001660
2024-01-23 00:00:00.000 UTC,126.72,11.26,Tier3,197308113.10031098
2024-01-24 00:00:00.000 UTC,8885.78,94.26,Tier1,1587849310.4094152
2024-01-24 00:00:00.000 UTC,0,0.05,Tier2,790000
2024-01-24 00:00:00.000 UTC,32.36,5.69,Tier3,95823568.55927105
2024-01-25 00:00:00.000 UTC,8638.05,92.94,Tier1,1218640887.1851559
2024-01-25 00:00:00.000 UTC,0,0.01,Tier2,105894.11
2024-01-25 00:00:00.000 UTC,49.71,7.05,Tier3,92450418.660721
2024-01-26 00:00:00.000 UTC,5398.44,73.47,Tier1,1207020112.4921386
2024-01-26 00:00:00.000 UTC,298.21,17.27,Tier2,283689015
2024-01-26 00:00:00.000 UTC,85.69,9.26,Tier3,152074688.56802398
2024-01-27 00:00:00.000 UTC,8482.88,92.1,Tier1,257075475.87481502
2024-01-27 00:00:00.000 UTC,62.37,7.9,Tier3,22043332.636784
2024-01-28 00:00:00.000 UTC,9298.65,96.43,Tier1,293887080.5365261
2024-01-28 00:00:00.000 UTC,12.75,3.57,Tier3,10881742.192436004
2024-01-29 00:00:00.000 UTC,7762.57,88.11,Tier1,1568915908.7164998
2024-01-29 00:00:00.000 UTC,39.56,6.29,Tier2,112000000
2024-01-29 00:00:00.000 UTC,31.42,5.6,Tier3,99809317.66406097
2024-01-30 00:00:00.000 UTC,8675.35,93.14,Tier1,1732380865.1930938
2024-01-30 00:00:00.000 UTC,0.03,0.18,Tier2,3427722
2024-01-30 00:00:00.000 UTC,44.54,6.67,Tier3,124135587.18433899
2024-01-31 00:00:00.000 UTC,8238.11,90.76,Tier1,1673526145.1394176
2024-01-31 00:00:00.000 UTC,0.5,0.71,Tier2,13058881
2024-01-31 00:00:00.000 UTC,72.72,8.53,Tier3,157235824.17236203
2024-02-01 00:00:00.000 UTC,7972.52,89.29,Tier1,1609553669.3948786
2024-02-01 00:00:00.000 UTC,16.48,4.06,Tier2,73169987
2024-02-01 00:00:00.000 UTC,44.25,6.65,Tier3,119910195.910157
2024-02-02 00:00:00.000 UTC,8647.7,92.99,Tier1,1273051865.1448567
2024-02-02 00:00:00.000 UTC,0.19,0.43,Tier2,5929680
2024-02-02 00:00:00.000 UTC,43.22,6.57,Tier3,89994096.417254
2024-02-03 00:00:00.000 UTC,3908.4,62.52,Tier1,171262178.35010803
2024-02-03 00:00:00.000 UTC,1404.96,37.48,Tier3,102682037.51736502
2024-02-04 00:00:00.000 UTC,8869.99,94.18,Tier1,161844072.26970506
2024-02-04 00:00:00.000 UTC,33.87,5.82,Tier3,10000251.777934
2024-02-05 00:00:00.000 UTC,8483.55,92.11,Tier1,1459554360.2801454
2024-02-05 00:00:00.000 UTC,0.03,0.18,Tier2,2819600
2024-02-05 00:00:00.000 UTC,59.53,7.72,Tier3,122268722.69054599
2024-02-06 00:00:00.000 UTC,8646.27,92.99,Tier1,1381940512.0122683
2024-02-06 00:00:00.000 UTC,0,0.05,Tier2,800000
2024-02-06 00:00:00.000 UTC,48.45,6.96,Tier3,103451793.18445
2024-02-07 00:00:00.000 UTC,8446.97,91.91,Tier1,1431668640.4957387
2024-02-07 00:00:00.000 UTC,0,0.01,Tier2,100000
2024-02-07 00:00:00.000 UTC,65.39,8.09,Tier3,125961199.16863105
2024-02-08 00:00:00.000 UTC,8877.61,94.22,Tier1,1325041734.5060377
2024-02-08 00:00:00.000 UTC,33.4,5.78,Tier3,81269872.143077
2024-02-09 00:00:00.000 UTC,8738.3,93.48,Tier1,1333499533.4361002
2024-02-09 00:00:00.000 UTC,42.53,6.52,Tier3,93025567.29946904
2024-02-10 00:00:00.000 UTC,8059.36,89.77,Tier1,313058672.105561
2024-02-10 00:00:00.000 UTC,104.57,10.23,Tier3,35660244.26791101
2024-02-11 00:00:00.000 UTC,2808.21,52.99,Tier1,264104390.05865794
2024-02-11 00:00:00.000 UTC,64.42,8.03,Tier2,40000000
2024-02-11 00:00:00.000 UTC,1519.55,38.98,Tier3,194275871.74579802
2024-02-12 00:00:00.000 UTC,7577.25,87.05,Tier1,1024760735.1792723
2024-02-12 00:00:00.000 UTC,33.36,5.78,Tier2,68000000
2024-02-12 00:00:00.000 UTC,51.5,7.18,Tier3,84483465.89616698
2024-02-13 00:00:00.000 UTC,8386.22,91.58,Tier1,1346888509.4949133
2024-02-13 00:00:00.000 UTC,7.4,2.72,Tier2,40000000
2024-02-13 00:00:00.000 UTC,32.54,5.7,Tier3,83893786.21509296
2024-02-14 00:00:00.000 UTC,6822.37,82.6,Tier1,1191397902.4862216
2024-02-14 00:00:00.000 UTC,60.83,7.8,Tier2,112500000
2024-02-14 00:00:00.000 UTC,92.22,9.6,Tier3,138513660.159013
2024-02-15 00:00:00.000 UTC,5657.28,75.21,Tier1,991126966.3518379
2024-02-15 00:00:00.000 UTC,291.55,17.07,Tier2,225000000
2024-02-15 00:00:00.000 UTC,59.45,7.71,Tier3,101600422.52635896
2024-02-16 00:00:00.000 UTC,5052.34,71.08,Tier1,991247193.8755323
2024-02-16 00:00:00.000 UTC,95.11,9.75,Tier2,136000000
2024-02-16 00:00:00.000 UTC,367.41,19.17,Tier3,267307615.92462802
2024-02-17 00:00:00.000 UTC,3317.97,57.6,Tier1,143876377.7119171
2024-02-17 00:00:00.000 UTC,1028.39,32.07,Tier2,80100000
2024-02-17 00:00:00.000 UTC,106.7,10.33,Tier3,25801145.383259
2024-02-18 00:00:00.000 UTC,8017.06,89.54,Tier1,304768697.93324697
2024-02-18 00:00:00.000 UTC,109.45,10.46,Tier3,35610343.609017
2024-02-19 00:00:00.000 UTC,7763.87,88.11,Tier1,666545161.456301
2024-02-19 00:00:00.000 UTC,0.25,0.5,Tier2,3805000
2024-02-19 00:00:00.000 UTC,129.6,11.38,Tier3,86117847.17789797
2024-02-20 00:00:00.000 UTC,2759.22,52.53,Tier1,1449613830.6649034
2024-02-20 00:00:00.000 UTC,1688.52,41.09,Tier2,1134000000
2024-02-20 00:00:00.000 UTC,40.71,6.38,Tier3,176070263.521417
2024-02-21 00:00:00.000 UTC,8412.11,91.72,Tier1,1256371913.435891
2024-02-21 00:00:00.000 UTC,0.02,0.13,Tier2,1755000
2024-02-21 00:00:00.000 UTC,66.49,8.15,Tier3,111700540.59645796
2024-02-22 00:00:00.000 UTC,7717.23,87.85,Tier1,1327519223.584259
2024-02-22 00:00:00.000 UTC,11.35,3.37,Tier2,50900000
2024-02-22 00:00:00.000 UTC,77.16,8.78,Tier3,132739432.40777998
2024-02-23 00:00:00.000 UTC,8343.98,91.35,Tier1,1071093972.985646
2024-02-23 00:00:00.000 UTC,0,0.01,Tier2,109890.11
2024-02-23 00:00:00.000 UTC,74.74,8.65,Tier3,101371960.57920101
2024-02-24 00:00:00.000 UTC,6852.63,82.78,Tier1,180104748.82910702
2024-02-24 00:00:00.000 UTC,296.51,17.22,Tier3,37464015.66046999
2024-02-25 00:00:00.000 UTC,7716.38,87.84,Tier1,181157007.73896706
2024-02-25 00:00:00.000 UTC,147.8,12.16,Tier3,25071393.667892005
2024-02-26 00:00:00.000 UTC,7883.93,88.79,Tier1,1433562603.786413
2024-02-26 00:00:00.000 UTC,0.14,0.37,Tier2,5975000
2024-02-26 00:00:00.000 UTC,117.47,10.84,Tier3,174989085.36431408
2024-02-27 00:00:00.000 UTC,5549.84,74.5,Tier1,1347988240.8187675
2024-02-27 00:00:00.000 UTC,71.03,8.43,Tier2,152500000
2024-02-27 00:00:00.000 UTC,291.55,17.07,Tier3,308958970.84443915
2024-02-28 00:00:00.000 UTC,6594,81.2,Tier1,1863157992.424175
2024-02-28 00:00:00.000 UTC,91.1,9.54,Tier2,219000000
2024-02-28 00:00:00.000 UTC,85.59,9.25,Tier3,212274716.156569
2024-02-29 00:00:00.000 UTC,7905.76,88.91,Tier1,2258697676.587726
2024-02-29 00:00:00.000 UTC,2.12,1.46,Tier2,37000000
2024-02-29 00:00:00.000 UTC,92.72,9.63,Tier3,244610323.029615
2024-03-01 00:00:00.000 UTC,6323.33,79.52,Tier1,1373411945.6629245
2024-03-01 00:00:00.000 UTC,134.09,11.58,Tier2,200000000
2024-03-01 00:00:00.000 UTC,79.22,8.9,Tier3,153729997.413793
2024-03-02 00:00:00.000 UTC,1862.65,43.16,Tier1,367623066.12569606
2024-03-02 00:00:00.000 UTC,277.91,16.67,Tier2,142000000
2024-03-02 00:00:00.000 UTC,1613.71,40.17,Tier3,342176789.988362
2024-03-03 00:00:00.000 UTC,491.69,22.17,Tier1,355848527.0396449
2024-03-03 00:00:00.000 UTC,5318.87,72.93,Tier2,1170389890.1100001
2024-03-03 00:00:00.000 UTC,23.97,4.9,Tier3,78562011.36126201
2024-03-04 00:00:00.000 UTC,6761.33,82.23,Tier1,2266379333.0524106
2024-03-04 00:00:00.000 UTC,112.07,10.59,Tier2,291790000
2024-03-04 00:00:00.000 UTC,51.64,7.19,Tier3,198068047.100303
2024-03-05 00:00:00.000 UTC,6777.96,82.33,Tier1,2349756052.950795
2024-03-05 00:00:00.000 UTC,40.02,6.33,Tier2,180545000
2024-03-05 00:00:00.000 UTC,128.73,11.35,Tier3,323826393.09540915
2024-03-06 00:00:00.000 UTC,7045.73,83.94,Tier1,1960975507.4932377
2024-03-06 00:00:00.000 UTC,85.53,9.25,Tier2,216055919.316064
2024-03-06 00:00:00.000 UTC,46.42,6.81,Tier3,159164488.08225504
2024-03-07 00:00:00.000 UTC,5865.8,76.59,Tier1,1680354250.4165504
2024-03-07 00:00:00.000 UTC,234.53,15.31,Tier2,336000000
2024-03-07 00:00:00.000 UTC,65.56,8.1,Tier3,177647947.90102097
2024-03-08 00:00:00.000 UTC,3384.57,58.18,Tier1,2360713846.143924
2024-03-08 00:00:00.000 UTC,1175.09,34.28,Tier2,1390999001
2024-03-08 00:00:00.000 UTC,56.9,7.54,Tier3,306095681.8283879
2024-03-09 00:00:00.000 UTC,276.56,16.63,Tier1,533804441.2452308
2024-03-09 00:00:00.000 UTC,6608.07,81.29,Tier2,2609300000
2024-03-09 00:00:00.000 UTC,4.33,2.08,Tier3,66759992.30300201
2024-03-10 00:00:00.000 UTC,6621.82,81.37,Tier1,1037414002.759427
2024-03-10 00:00:00.000 UTC,95.37,9.77,Tier2,124500000
2024-03-10 00:00:00.000 UTC,78.49,8.86,Tier3,112948916.74196094
2024-03-11 00:00:00.000 UTC,5863.88,76.58,Tier1,2558826249.5196166
2024-03-11 00:00:00.000 UTC,233.03,15.27,Tier2,510099500.5
2024-03-11 00:00:00.000 UTC,66.56,8.16,Tier3,272627232.445388
2024-03-12 00:00:00.000 UTC,7591.55,87.13,Tier1,2443671132.966621
2024-03-12 00:00:00.000 UTC,19.08,4.37,Tier2,122500000
2024-03-12 00:00:00.000 UTC,72.3,8.5,Tier3,238471553.21198103
2024-03-13 00:00:00.000 UTC,4595.68,67.79,Tier1,1550242609.9821813
2024-03-13 00:00:00.000 UTC,401.91,20.05,Tier2,458445493.868944
